Adaptricity,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Aira,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Edge Zero,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Flexidao,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Infogrid,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
EIPGRID,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
efi,Power & Utilities,"Distributed Energy Resources, Transportation Electrification",Private Data,Private Data
Kapacity.io,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
David Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
ESS Inc.,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Transportation Electrification, Renewables & Energy Storage, Electrification & Efficiency",Private Data,Private Data
Enspired,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Elum Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Myrspoven,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Calefa,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Renewables & Energy Storage",Private Data,Private Data
Futraheat,"Power & Utilities, Industrial Decarbonization",Distributed Energy Resources,Private Data,Private Data
EpiSensor,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Conduit Tech,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
PACES,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Cleanwatts,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
BrenPower,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Fuse Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Power Up Connect,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Wattnow,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Reonic,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
24M Technologies,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Transportation Electrification, Renewables & Energy Storage, Electrification & Efficiency, Electrification & Efficiency",Private Data,Private Data
Helix Earth Technologies,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Micro Turbine Technology,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
ATX LED,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
V-Glass,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
HydroTemp,"Power & Utilities, Industrial Decarbonization",Distributed Energy Resources,Private Data,Private Data
Cotopaxi Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Analytika,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
WatchWire by Tango,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Grid Edge,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
DualSun,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Shifted Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Camus Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
BOOSTHEAT,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Swell Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
COI Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Enpira,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Solar Analytics,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Soltell,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Abby,"Oil & Gas, Power & Utilities","Production, Distributed Energy Resources",Private Data,Private Data
Resideo,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Daylight Energy Ltd,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Solo Energy FlexiGrid,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Ibis Power,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Renewables & Energy Storage, Electrification & Efficiency, Electrification & Efficiency",Private Data,Private Data
IEMS,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Gridwiz,Power & Utilities,"Distributed Energy Resources, Transportation Electrification",Private Data,Private Data
Depsys,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Scale Microgrid Solutions,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Innovative Processes",Private Data,Private Data
Watter,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Daylight,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Cala Systems,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Sunverge,"Power & Utilities, Industrial Decarbonization, DERMS",Distributed Energy Resources,Private Data,Private Data
Bellawatt,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Seyond™,"Oil & Gas, Energy Transition, Power & Utilities","Distributed Energy Resources, Critical Minerals",Private Data,Private Data
Draganfly Innovations,"Power & Utilities, Energy Transition","Distributed Energy Resources, Asset Management & Digitization",Private Data,Private Data
Utilismart Corporation,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
"Aqua Metals, Inc.","Power & Utilities, Industrial Decarbonization, Energy Transition","Distributed Energy Resources, Renewables & Energy Storage, Critical Minerals, Electrification & Efficiency, Electrification & Efficiency",Private Data,Private Data
Newton labs,"Oil & Gas, Power & Utilities","Offshore, Distributed Energy Resources",Private Data,Private Data
OkoFEN,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
enxchange,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Ouster Inc.,"Oil & Gas, Energy Transition, Power & Utilities",Distributed Energy Resources,Private Data,Private Data
Uplight,"Power & Utilities, Industrial Decarbonization",Distributed Energy Resources,Private Data,Private Data
Infinitum,Power & Utilities,"Distributed Energy Resources, Transportation Electrification",Private Data,Private Data
Moduly,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Heat Geek,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Customized Energy Solutions,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
AGreatE,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
MicroEra Power,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Enviro Power,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
The Hub Controller,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
HAVEN IAQ,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Eneida,Power & Utilities,"Distributed Energy Resources, Asset Management & Digitization",Private Data,Private Data
Dynamic Air Cooling,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Kraftblock,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Renewables & Energy Storage, Electrification & Efficiency, Electrification & Efficiency",Private Data,Private Data
Kazadi Enterprises,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Creation Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Rondo Energy,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Electrification & Efficiency",Private Data,Private Data
Hometree,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Bisly,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Riada,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Rendesco,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Parity,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Advanced Microgrid Solutions,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Companion Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Eflex,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Univers,Power & Utilities,"Distributed Energy Resources, Renewables & Energy Storage, Asset Management & Digitization",Private Data,Private Data
Energy Save,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Invinity Energy Systems,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Renewables & Energy Storage, Electrification & Efficiency",Private Data,Private Data
Xendee,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Innovative Processes",Private Data,Private Data
Genability,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
RateAcuity,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Innowatts,"Power & Utilities, Industrial Decarbonization",Distributed Energy Resources,Private Data,Private Data
OATI,"Power & Utilities, Industrial Decarbonization, DERMS","Distributed Energy Resources, Innovative Processes",Private Data,Private Data
Firefly Energy Solutions,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
ConnectDER,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Resource Innovations,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Yotta Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Energy Mutual,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Enerlytics Lab,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Attune (formerly Senseware),Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Wyndflow,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
WATTS Battery,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
EnLight.Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Brain4Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Kelvin (formerly Radiator Labs),Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Breezi,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Direct Energy Partners (DEP),Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Bard Manufacturing Company,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Ice-Air,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
EnergySage,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Electrion,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Preflet,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
KMC Controls,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
SkyCentrics,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Energy Datametrics,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
N-Smart,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Concentric,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
encentive,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
RABOT Charge,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Enernet,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Connect X,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Bidgely,Power & Utilities,"Distributed Energy Resources, Transportation Electrification",Private Data,Private Data
Bayou Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Senergy Innovations,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
PolyAI,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Neura Energy,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
MOOST,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Flexygrid,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
enjoyelec,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Endeema,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Alternō,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Exoes,"Power & Utilities, Industrial Decarbonization","Distributed Energy Resources, Transportation Electrification, Renewables & Energy Storage",Private Data,Private Data
ULC Technologies,"Power & Utilities, Sustainability","Distributed Energy Resources, Asset Management & Digitization, Methane Emissions",Private Data,Private Data
NuEnergen,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Backpack,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Generac Grid Services,"Power & Utilities, DERMS","Distributed Energy Resources, Transportation Electrification",Private Data,Private Data
Flip Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Copper Labs,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Fermata Energy,Power & Utilities,"Distributed Energy Resources, Transportation Electrification",Private Data,Private Data
Eli Technologies,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Fuchs & Eule,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Blixt,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Gridfuse,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Lunar Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
"Bractlet, Inc.",Power & Utilities,Distributed Energy Resources,Private Data,Private Data
EnergyCAP,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Recurve,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Nextron Energia,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Prisma Photonics,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
OhmConnect,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Energy X,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
BlocPower,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
Emulate Energy,"Power & Utilities, DERMS",Distributed Energy Resources,Private Data,Private Data
Gridcog,Power & Utilities,Distributed Energy Resources,Private Data,Private Data
